year,locality,fips,race,count,percent,GEOID,NAME,pop_count,total_count,pop_percent,group,ethn
2021,Albemarle,51003,hispanic,20,0.18518518518518517,51003,"Albemarle County, Virginia",2157,22417,0.09622161752241602,ethn,hisp
2021,Charlottesville,51540,black,44,0.5789473684210527,51540,"Charlottesville city, Virginia",1889,7314,0.2582718074924802,race,NA
2021,Charlottesville,51540,white,16,0.21052631578947367,51540,"Charlottesville city, Virginia",4332,7314,0.5922887612797375,race,NA
2021,Charlottesville,51540,aian,0,0,51540,"Charlottesville city, Virginia",0,7314,0,race,NA
2021,Charlottesville,51540,asian,4,0.05263157894736842,51540,"Charlottesville city, Virginia",403,7314,0.0550998085862729,race,NA
2021,Charlottesville,51540,nhpi,0,0,51540,"Charlottesville city, Virginia",0,7314,0,race,NA
2021,Charlottesville,51540,multi,11,0.14473684210526316,51540,"Charlottesville city, Virginia",612,7314,0.08367514356029532,race,NA
2021,Charlottesville,51540,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
2021,Charlottesville,51540,hispanic,10,0.13157894736842105,51540,"Charlottesville city, Virginia",809,7314,0.1106097894449002,ethn,hisp
2021,Virginia,51,black,1495,0.28271558245083206,51,Virginia,371765,1892752,0.19641506124415667,race,NA
2021,Virginia,51,white,3116,0.5892586989409985,51,Virginia,1104801,1892752,0.5837008757618536,race,NA
2021,Virginia,51,aian,11,0.00208018154311649,51,Virginia,4924,1892752,0.00260150299669475,race,NA
2021,Virginia,51,asian,49,0.009266263237518911,51,Virginia,121920,1892752,0.06441414406113426,race,NA
2021,Virginia,51,nhpi,6,0.0011346444780635401,51,Virginia,1111,1892752,5.869760010820224e-4,race,NA
2021,Virginia,51,multi,505,0.09549924357034796,51,Virginia,203018,1892752,0.1072607504839514,race,NA
2021,Virginia,51,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
2021,Virginia,51,hispanic,590,0.1115733736762481,51,Virginia,269411,1892752,0.1423382461093688,ethn,hisp
2020,Albemarle,51003,black,36,0.36,51003,"Albemarle County, Virginia",2300,21863,0.10520056716827517,race,NA
2020,Albemarle,51003,white,54,0.54,51003,"Albemarle County, Virginia",16541,21863,0.7565750354480172,race,NA
2020,Albemarle,51003,aian,0,0,51003,"Albemarle County, Virginia",84,21863,0.00384210767049352,race,NA
2020,Albemarle,51003,asian,0,0,51003,"Albemarle County, Virginia",1041,21863,0.04761469148790193,race,NA
2020,Albemarle,51003,nhpi,0,0,51003,"Albemarle County, Virginia",0,21863,0,race,NA
2020,Albemarle,51003,multi,10,0.1,51003,"Albemarle County, Virginia",1443,21863,0.06600192105383525,race,NA
2020,Albemarle,51003,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
2020,Albemarle,51003,hispanic,19,0.19,51003,"Albemarle County, Virginia",2099,21863,0.09600695238530851,ethn,hisp
2020,Charlottesville,51540,black,52,0.5977011494252874,51540,"Charlottesville city, Virginia",2000,7321,0.2731867231252561,race,NA
2020,Charlottesville,51540,white,17,0.19540229885057472,51540,"Charlottesville city, Virginia",4307,7321,0.5883076082502391,race,NA
2020,Charlottesville,51540,aian,0,0,51540,"Charlottesville city, Virginia",38,7321,0.00519054773937986,race,NA
2020,Charlottesville,51540,asian,4,0.04597701149425287,51540,"Charlottesville city, Virginia",417,7321,0.0569594317716159,race,NA
2020,Charlottesville,51540,nhpi,0,0,51540,"Charlottesville city, Virginia",0,7321,0,race,NA
2020,Charlottesville,51540,multi,13,0.14942528735632185,51540,"Charlottesville city, Virginia",456,7321,0.06228657287255839,race,NA
2020,Charlottesville,51540,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
2020,Charlottesville,51540,hispanic,5,0.05747126436781609,51540,"Charlottesville city, Virginia",800,7321,0.10927468925010245,ethn,hisp
2020,Virginia,51,black,1512,0.2811454072145779,51,Virginia,370122,1868597,0.1980748122789451,race,NA
2020,Virginia,51,white,3209,0.596690219412421,51,Virginia,1120554,1868597,0.5996766558011171,race,NA
2020,Virginia,51,aian,6,0.0011156563778356265,51,Virginia,4102,1868597,0.00219522989708321,race,NA
2020,Virginia,51,asian,48,0.008925251022685012,51,Virginia,121366,1868597,0.06495033439527088,race,NA
2020,Virginia,51,nhpi,8,0.0014875418371141688,51,Virginia,1323,1868597,7.080178337008997e-4,race,NA
2020,Virginia,51,multi,498,0.092599479360357,51,Virginia,174014,1868597,0.09312548398611364,race,NA
2020,Virginia,51,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
2020,Virginia,51,hispanic,605,0.11249535143175902,51,Virginia,259092,1868597,0.138655900657017,ethn,hisp
2019,Albemarle,51003,black,37,0.3490566037735849,51003,"Albemarle County, Virginia",2425,21723,0.11163283156101828,race,NA
2019,Albemarle,51003,white,54,0.5094339622641509,51003,"Albemarle County, Virginia",16986,21723,0.7819361966579201,race,NA
2019,Albemarle,51003,aian,0,0,51003,"Albemarle County, Virginia",56,21723,0.00257791281130598,race,NA
2019,Albemarle,51003,asian,0,0,51003,"Albemarle County, Virginia",941,21723,0.04331814206140957,race,NA
2019,Albemarle,51003,nhpi,0,0,51003,"Albemarle County, Virginia",0,21723,0,race,NA
2019,Albemarle,51003,multi,14,0.1320754716981132,51003,"Albemarle County, Virginia",999,21723,0.04598812318740505,race,NA
2019,Albemarle,51003,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
2019,Albemarle,51003,hispanic,16,0.1509433962264151,51003,"Albemarle County, Virginia",2123,21723,0.09773051604290384,ethn,hisp
2019,Charlottesville,51540,black,57,0.5327102803738317,51540,"Charlottesville city, Virginia",2015,7368,0.2734799131378936,race,NA
2019,Charlottesville,51540,white,28,0.2616822429906542,51540,"Charlottesville city, Virginia",4467,7368,0.6062703583061889,race,NA
2019,Charlottesville,51540,aian,0,0,51540,"Charlottesville city, Virginia",31,7368,0.00420738327904451,race,NA
2019,Charlottesville,51540,asian,3,0.028037383177570093,51540,"Charlottesville city, Virginia",361,7368,0.0489956568946797,race,NA
2019,Charlottesville,51540,nhpi,0,0,51540,"Charlottesville city, Virginia",25,7368,0.00339305103148751,race,NA
2019,Charlottesville,51540,multi,19,0.17757009345794392,51540,"Charlottesville city, Virginia",376,7368,0.0510314875135722,race,NA
2019,Charlottesville,51540,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
2019,Charlottesville,51540,hispanic,7,0.06542056074766354,51540,"Charlottesville city, Virginia",799,7368,0.10844191096634094,ethn,hisp
2019,Virginia,51,black,1642,0.29762552111654883,51,Virginia,373575,1865699,0.2002332637794199,race,NA
2019,Virginia,51,white,3273,0.5932572050027188,51,Virginia,1154736,1865699,0.6189294200189849,race,NA
2019,Virginia,51,aian,2,3.6251586006887804e-4,51,Virginia,4654,1865699,0.00249450742054318,race,NA
2019,Virginia,51,asian,36,0.0065252854812398045,51,Virginia,111854,1865699,0.05995286485118982,race,NA
2019,Virginia,51,nhpi,6,0.001087547580206634,51,Virginia,1321,1865699,7.080456172190691e-4,race,NA
2019,Virginia,51,multi,473,0.08573500090628965,51,Virginia,150313,1865699,0.08056658657157452,race,NA
2019,Virginia,51,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
2019,Virginia,51,hispanic,611,0.11074859525104223,51,Virginia,256038,1865699,0.13723435559540956,ethn,hisp
2018,Albemarle,51003,black,35,0.35,51003,"Albemarle County, Virginia",2520,21734,0.11594736357780436,race,NA
2018,Albemarle,51003,white,50,0.5,51003,"Albemarle County, Virginia",16839,21734,0.7747768473359713,race,NA
2018,Albemarle,51003,aian,0,0,51003,"Albemarle County, Virginia",72,21734,0.00331278181650869,race,NA
2018,Albemarle,51003,asian,0,0,51003,"Albemarle County, Virginia",1101,21734,0.05065795527744547,race,NA
2018,Albemarle,51003,nhpi,0,0,51003,"Albemarle County, Virginia",0,21734,0,race,NA
2018,Albemarle,51003,multi,14,0.14,51003,"Albemarle County, Virginia",747,21734,0.03437011134627772,race,NA
2018,Albemarle,51003,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
2018,Albemarle,51003,hispanic,16,0.16,51003,"Albemarle County, Virginia",2109,21734,0.09703690070856724,ethn,hisp
2018,Charlottesville,51540,black,79,0.5486111111111112,51540,"Charlottesville city, Virginia",1973,7385,0.2671631685849695,race,NA
2018,Charlottesville,51540,white,32,0.2222222222222222,51540,"Charlottesville city, Virginia",4450,7385,0.6025727826675694,race,NA
2018,Charlottesville,51540,aian,0,0,51540,"Charlottesville city, Virginia",80,7385,0.01083276912660798,race,NA
2018,Charlottesville,51540,asian,2,0.013888888888888888,51540,"Charlottesville city, Virginia",352,7385,0.04766418415707515,race,NA
2018,Charlottesville,51540,nhpi,0,0,51540,"Charlottesville city, Virginia",12,7385,0.00162491536899119,race,NA
2018,Charlottesville,51540,multi,31,0.2152777777777778,51540,"Charlottesville city, Virginia",457,7385,0.06188219363574814,race,NA
2018,Charlottesville,51540,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
2018,Charlottesville,51540,hispanic,8,0.05555555555555555,51540,"Charlottesville city, Virginia",777,7385,0.1052132701421801,ethn,hisp
2018,Virginia,51,black,1597,0.2996809908050291,51,Virginia,375959,1867427,0.20132460331782712,race,NA
2018,Virginia,51,white,3158,0.59260649277538,51,Virginia,1161193,1867427,0.6218144002416158,race,NA
2018,Virginia,51,aian,4,7.506098705197974e-4,51,Virginia,4458,1867427,0.00238724191092878,race,NA
2018,Virginia,51,asian,36,0.006755488834678176,51,Virginia,112660,1867427,0.06032899813486685,race,NA
2018,Virginia,51,nhpi,8,0.0015012197410395947,51,Virginia,1326,1867427,7.100679169788163e-4,race,NA
2018,Virginia,51,multi,445,0.08350534809532745,51,Virginia,147344,1867427,0.07890214717897942,race,NA
2018,Virginia,51,unknown,1,1.8765246762994934e-4,NA,NA,NA,NA,NA,NA,NA
2018,Virginia,51,hispanic,562,0.10546068680803153,51,Virginia,249917,1867427,0.13382959548084075,ethn,hisp
2017,Albemarle,51003,black,24,0.2857142857142857,51003,"Albemarle County, Virginia",2393,21738,0.1100837243536664,race,NA
2017,Albemarle,51003,white,49,0.5833333333333334,51003,"Albemarle County, Virginia",16805,21738,0.7730701996503818,race,NA
2017,Albemarle,51003,aian,0,0,51003,"Albemarle County, Virginia",56,21738,0.00257613395896586,race,NA
2017,Albemarle,51003,asian,0,0,51003,"Albemarle County, Virginia",1028,21738,0.0472904591038734,race,NA
2017,Albemarle,51003,nhpi,0,0,51003,"Albemarle County, Virginia",0,21738,0,race,NA
2017,Albemarle,51003,multi,11,0.13095238095238096,51003,"Albemarle County, Virginia",924,21738,0.04250621032293679,race,NA
2017,Albemarle,51003,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
2017,Albemarle,51003,hispanic,12,0.14285714285714285,51003,"Albemarle County, Virginia",2059,21738,0.09471892538411995,ethn,hisp
2017,Charlottesville,51540,black,78,0.5652173913043478,51540,"Charlottesville city, Virginia",1914,7263,0.2635274679884345,race,NA
2017,Charlottesville,51540,white,25,0.18115942028985507,51540,"Charlottesville city, Virginia",4295,7263,0.5913534352196063,race,NA
2017,Charlottesville,51540,aian,0,0,51540,"Charlottesville city, Virginia",61,7263,0.0083987333057965,race,NA
2017,Charlottesville,51540,asian,3,0.021739130434782608,51540,"Charlottesville city, Virginia",339,7263,0.04667492771581991,race,NA
2017,Charlottesville,51540,nhpi,0,0,51540,"Charlottesville city, Virginia",9,7263,0.00123915737298636,race,NA
2017,Charlottesville,51540,multi,31,0.2246376811594203,51540,"Charlottesville city, Virginia",593,7263,0.08164670246454633,race,NA
2017,Charlottesville,51540,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
2017,Charlottesville,51540,hispanic,10,0.07246376811594203,51540,"Charlottesville city, Virginia",740,7263,0.10188627288999036,ethn,hisp
2017,Virginia,51,black,1620,0.31094049904030713,51,Virginia,380586,1866274,0.20392825490790745,race,NA
2017,Virginia,51,white,2970,0.5700575815738963,51,Virginia,1167212,1866274,0.625423705200844,race,NA
2017,Virginia,51,aian,2,3.8387715930902113e-4,51,Virginia,4167,1866274,0.00223279111213037,race,NA
2017,Virginia,51,asian,39,0.007485604606525912,51,Virginia,111900,1866274,0.05995904138406258,race,NA
2017,Virginia,51,nhpi,10,0.0019193857965451055,51,Virginia,1137,1866274,6.092352998541479e-4,race,NA
2017,Virginia,51,multi,471,0.09040307101727448,51,Virginia,139748,1866274,0.07488075170098281,race,NA
2017,Virginia,51,unknown,3,5.758157389635317e-4,NA,NA,NA,NA,NA,NA,NA
2017,Virginia,51,hispanic,511,0.09808061420345489,51,Virginia,242147,1866274,0.12974890075090795,ethn,hisp
2016,Albemarle,51003,black,19,0.2289156626506024,51003,"Albemarle County, Virginia",2201,21721,0.10133050964504396,race,NA
2016,Albemarle,51003,white,53,0.6385542168674698,51003,"Albemarle County, Virginia",16725,21721,0.7699921734726762,race,NA
2016,Albemarle,51003,aian,0,0,51003,"Albemarle County, Virginia",46,21721,0.00211776621702499,race,NA
2016,Albemarle,51003,asian,0,0,51003,"Albemarle County, Virginia",928,21721,0.04272363150867823,race,NA
2016,Albemarle,51003,nhpi,0,0,51003,"Albemarle County, Virginia",0,21721,0,race,NA
2016,Albemarle,51003,multi,11,0.13253012048192772,51003,"Albemarle County, Virginia",1171,21721,0.05391096174209291,race,NA
2016,Albemarle,51003,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
2016,Albemarle,51003,hispanic,16,0.1927710843373494,51003,"Albemarle County, Virginia",1997,21721,0.09193867685649831,ethn,hisp
2016,Charlottesville,51540,black,64,0.5470085470085471,51540,"Charlottesville city, Virginia",1918,7084,0.2707509881422925,race,NA
2016,Charlottesville,51540,white,18,0.15384615384615385,51540,"Charlottesville city, Virginia",4176,7084,0.5894974590626765,race,NA
2016,Charlottesville,51540,aian,0,0,51540,"Charlottesville city, Virginia",49,7084,0.00691699604743083,race,NA
2016,Charlottesville,51540,asian,1,0.008547008547008548,51540,"Charlottesville city, Virginia",314,7084,0.04432523997741389,race,NA
2016,Charlottesville,51540,nhpi,0,0,51540,"Charlottesville city, Virginia",11,7084,0.0015527950310559,race,NA
2016,Charlottesville,51540,multi,33,0.28205128205128205,51540,"Charlottesville city, Virginia",569,7084,0.0803218520609825,race,NA
2016,Charlottesville,51540,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
2016,Charlottesville,51540,hispanic,10,0.08547008547008547,51540,"Charlottesville city, Virginia",656,7084,0.09260304912478826,ethn,hisp
2016,Virginia,NA,black,1669,0.3183899275085845,NA,NA,NA,NA,NA,NA,NA
2016,Virginia,NA,white,2917,0.5564669973292636,NA,NA,NA,NA,NA,NA,NA
2016,Virginia,NA,aian,4,7.630675314765357e-4,NA,NA,NA,NA,NA,NA,NA
2016,Virginia,NA,asian,49,0.009347577260587561,NA,NA,NA,NA,NA,NA,NA
2016,Virginia,NA,nhpi,15,0.002861503243037009,NA,NA,NA,NA,NA,NA,NA
2016,Virginia,NA,multi,495,0.0944296070202213,NA,NA,NA,NA,NA,NA,NA
2016,Virginia,NA,unknown,4,7.630675314765357e-4,NA,NA,NA,NA,NA,NA,NA
2016,Virginia,NA,hispanic,502,0.09576497520030523,NA,NA,NA,NA,NA,NA,NA
2015,Albemarle,51003,black,23,0.21904761904761905,51003,"Albemarle County, Virginia",2088,21700,0.09622119815668202,race,NA
2015,Albemarle,51003,white,71,0.6761904761904762,51003,"Albemarle County, Virginia",16589,21700,0.7644700460829493,race,NA
2015,Albemarle,51003,aian,0,0,51003,"Albemarle County, Virginia",47,21700,0.00216589861751152,race,NA
2015,Albemarle,51003,asian,0,0,51003,"Albemarle County, Virginia",871,21700,0.04013824884792626,race,NA
2015,Albemarle,51003,nhpi,0,0,51003,"Albemarle County, Virginia",0,21700,0,race,NA
2015,Albemarle,51003,multi,10,0.09523809523809523,51003,"Albemarle County, Virginia",1576,21700,0.07262672811059907,race,NA
2015,Albemarle,51003,unknown,1,0.009523809523809525,NA,NA,NA,NA,NA,NA,NA
2015,Albemarle,51003,hispanic,25,0.23809523809523808,51003,"Albemarle County, Virginia",1980,21700,0.0912442396313364,ethn,hisp
2015,Charlottesville,51540,black,65,0.5909090909090909,51540,"Charlottesville city, Virginia",2025,6907,0.2931808310409729,race,NA
2015,Charlottesville,51540,white,23,0.20909090909090908,51540,"Charlottesville city, Virginia",4064,6907,0.5883885912842044,race,NA
2015,Charlottesville,51540,aian,0,0,51540,"Charlottesville city, Virginia",0,6907,0,race,NA
2015,Charlottesville,51540,asian,1,0.00909090909090909,51540,"Charlottesville city, Virginia",261,6907,0.03778775155639206,race,NA
2015,Charlottesville,51540,nhpi,0,0,51540,"Charlottesville city, Virginia",11,6907,0.00159258723034602,race,NA
2015,Charlottesville,51540,multi,20,0.18181818181818182,51540,"Charlottesville city, Virginia",523,6907,0.07572028377008831,race,NA
2015,Charlottesville,51540,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
2015,Charlottesville,51540,hispanic,8,0.07272727272727272,51540,"Charlottesville city, Virginia",571,6907,0.08266975532068915,ethn,hisp
2015,Virginia,NA,black,1777,0.34571984435797665,NA,NA,NA,NA,NA,NA,NA
2015,Virginia,NA,white,2756,0.5361867704280155,NA,NA,NA,NA,NA,NA,NA
2015,Virginia,NA,aian,7,0.0013618677042801556,NA,NA,NA,NA,NA,NA,NA
2015,Virginia,NA,asian,32,0.0062256809338521405,NA,NA,NA,NA,NA,NA,NA
2015,Virginia,NA,nhpi,13,0.002529182879377432,NA,NA,NA,NA,NA,NA,NA
2015,Virginia,NA,multi,472,0.09182879377431907,NA,NA,NA,NA,NA,NA,NA
2015,Virginia,NA,unknown,11,0.0021400778210116734,NA,NA,NA,NA,NA,NA,NA
2015,Virginia,NA,hispanic,498,0.09688715953307393,NA,NA,NA,NA,NA,NA,NA
2014,Albemarle,51003,black,30,0.2608695652173913,51003,"Albemarle County, Virginia",2055,21633,0.0949937595340452,race,NA
2014,Albemarle,51003,white,75,0.6521739130434783,51003,"Albemarle County, Virginia",16573,21633,0.7660980908796746,race,NA
2014,Albemarle,51003,aian,0,0,51003,"Albemarle County, Virginia",89,21633,0.00411408496278833,race,NA
2014,Albemarle,51003,asian,0,0,51003,"Albemarle County, Virginia",870,21633,0.04021633615309943,race,NA
2014,Albemarle,51003,nhpi,0,0,51003,"Albemarle County, Virginia",0,21633,0,race,NA
2014,Albemarle,51003,multi,6,0.05217391304347826,51003,"Albemarle County, Virginia",1560,21633,0.0721120510331438,race,NA
2014,Albemarle,51003,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
2014,Albemarle,51003,hispanic,20,0.17391304347826086,51003,"Albemarle County, Virginia",1900,21633,0.08782878010447003,ethn,hisp
2014,Charlottesville,51540,black,61,0.5648148148148148,51540,"Charlottesville city, Virginia",2120,6784,0.3125,race,NA
2014,Charlottesville,51540,white,26,0.24074074074074073,51540,"Charlottesville city, Virginia",3948,6784,0.5819575471698113,race,NA
2014,Charlottesville,51540,aian,0,0,51540,"Charlottesville city, Virginia",0,6784,0,race,NA
2014,Charlottesville,51540,asian,3,0.027777777777777776,51540,"Charlottesville city, Virginia",269,6784,0.03965212264150943,race,NA
2014,Charlottesville,51540,nhpi,0,0,51540,"Charlottesville city, Virginia",0,6784,0,race,NA
2014,Charlottesville,51540,multi,17,0.1574074074074074,51540,"Charlottesville city, Virginia",417,6784,0.06146816037735849,race,NA
2014,Charlottesville,51540,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
2014,Charlottesville,51540,hispanic,11,0.10185185185185185,51540,"Charlottesville city, Virginia",536,6784,0.07900943396226415,ethn,hisp
2014,Virginia,NA,black,1742,0.340300840007814,NA,NA,NA,NA,NA,NA,NA
2014,Virginia,NA,white,2797,0.5463957804258645,NA,NA,NA,NA,NA,NA,NA
2014,Virginia,NA,aian,7,0.0013674545809728462,NA,NA,NA,NA,NA,NA,NA
2014,Virginia,NA,asian,35,0.006837272904864231,NA,NA,NA,NA,NA,NA,NA
2014,Virginia,NA,nhpi,13,0.0025395585075210004,NA,NA,NA,NA,NA,NA,NA
2014,Virginia,NA,multi,435,0.08497753467474116,NA,NA,NA,NA,NA,NA,NA
2014,Virginia,NA,unknown,13,0.0025395585075210004,NA,NA,NA,NA,NA,NA,NA
2014,Virginia,NA,hispanic,486,0.09494041805040047,NA,NA,NA,NA,NA,NA,NA
2013,Albemarle,51003,black,24,0.20869565217391303,51003,"Albemarle County, Virginia",2156,21569,0.09995827344800408,race,NA
2013,Albemarle,51003,white,81,0.7043478260869566,51003,"Albemarle County, Virginia",16683,21569,0.773471185497705,race,NA
2013,Albemarle,51003,aian,0,0,51003,"Albemarle County, Virginia",146,21569,0.00676897399044925,race,NA
2013,Albemarle,51003,asian,0,0,51003,"Albemarle County, Virginia",760,21569,0.03523575501877694,race,NA
2013,Albemarle,51003,nhpi,0,0,51003,"Albemarle County, Virginia",0,21569,0,race,NA
2013,Albemarle,51003,multi,7,0.06086956521739131,51003,"Albemarle County, Virginia",1461,21569,0.06773610274004357,race,NA
2013,Albemarle,51003,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
2013,Albemarle,51003,hispanic,24,0.20869565217391303,51003,"Albemarle County, Virginia",1853,21569,0.08591033427604432,ethn,hisp
2013,Charlottesville,51540,black,70,0.5737704918032787,51540,"Charlottesville city, Virginia",2145,6531,0.32843362425355993,race,NA
2013,Charlottesville,51540,white,26,0.21311475409836064,51540,"Charlottesville city, Virginia",3695,6531,0.5657632828050835,race,NA
2013,Charlottesville,51540,aian,0,0,51540,"Charlottesville city, Virginia",22,6531,0.0033685499923442,race,NA
2013,Charlottesville,51540,asian,3,0.02459016393442623,51540,"Charlottesville city, Virginia",280,6531,0.04287245444801715,race,NA
2013,Charlottesville,51540,nhpi,0,0,51540,"Charlottesville city, Virginia",0,6531,0,race,NA
2013,Charlottesville,51540,multi,23,0.1885245901639344,51540,"Charlottesville city, Virginia",339,6531,0.05190629306384933,race,NA
2013,Charlottesville,51540,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
2013,Charlottesville,51540,hispanic,11,0.09016393442622951,51540,"Charlottesville city, Virginia",516,6531,0.07900780891134589,ethn,hisp
2013,Virginia,NA,black,1692,0.3404426559356137,NA,NA,NA,NA,NA,NA,NA
2013,Virginia,NA,white,2775,0.5583501006036218,NA,NA,NA,NA,NA,NA,NA
2013,Virginia,NA,aian,5,0.001006036217303823,NA,NA,NA,NA,NA,NA,NA
2013,Virginia,NA,asian,39,0.007847082494969819,NA,NA,NA,NA,NA,NA,NA
2013,Virginia,NA,nhpi,8,0.0016096579476861167,NA,NA,NA,NA,NA,NA,NA
2013,Virginia,NA,multi,404,0.08128772635814889,NA,NA,NA,NA,NA,NA,NA
2013,Virginia,NA,unknown,12,0.002414486921529175,NA,NA,NA,NA,NA,NA,NA
2013,Virginia,NA,hispanic,467,0.09396378269617706,NA,NA,NA,NA,NA,NA,NA
2012,Albemarle,51003,black,22,0.23655913978494625,51003,"Albemarle County, Virginia",2255,21447,0.10514291043036322,race,NA
2012,Albemarle,51003,white,64,0.6881720430107527,51003,"Albemarle County, Virginia",16611,21447,0.7745139180304937,race,NA
2012,Albemarle,51003,aian,0,0,51003,"Albemarle County, Virginia",101,21447,0.00470928334965263,race,NA
2012,Albemarle,51003,asian,0,0,51003,"Albemarle County, Virginia",703,21447,0.03277847717629505,race,NA
2012,Albemarle,51003,nhpi,0,0,51003,"Albemarle County, Virginia",0,21447,0,race,NA
2012,Albemarle,51003,multi,6,0.06451612903225806,51003,"Albemarle County, Virginia",1442,21447,0.06723551079405045,race,NA
2012,Albemarle,51003,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
2012,Albemarle,51003,hispanic,23,0.24731182795698925,51003,"Albemarle County, Virginia",1746,21447,0.0814099874108267,ethn,hisp
2012,Charlottesville,51540,black,79,0.6124031007751938,51540,"Charlottesville city, Virginia",2220,6498,0.34164358264081257,race,NA
2012,Charlottesville,51540,white,27,0.20930232558139536,51540,"Charlottesville city, Virginia",3589,6498,0.5523237919359802,race,NA
2012,Charlottesville,51540,aian,0,0,51540,"Charlottesville city, Virginia",18,6498,0.00277008310249307,race,NA
2012,Charlottesville,51540,asian,4,0.031007751937984496,51540,"Charlottesville city, Virginia",211,6498,0.0324715297014466,race,NA
2012,Charlottesville,51540,nhpi,0,0,51540,"Charlottesville city, Virginia",0,6498,0,race,NA
2012,Charlottesville,51540,multi,19,0.14728682170542637,51540,"Charlottesville city, Virginia",413,6498,0.06355801785164666,race,NA
2012,Charlottesville,51540,unknown,0,0,NA,NA,NA,NA,NA,NA,NA
